paper_title,paper_link,conference,year,repo_link,repo_star,last_update
Deep Laplacian Pyramid Networks for Fast and Accurate Super-Resolution,http://openaccess.thecvf.com/content_cvpr_2017/html/Lai_Deep_Laplacian_Pyramid_CVPR_2017_paper.html,CVPR,2017,https://github.com/phoenix104104/LapSRN,301,1/2/2019
Learning to Track: Online Multi-Object Tracking by Decision Making,http://openaccess.thecvf.com/content_iccv_2015/html/Xiang_Learning_to_Track_ICCV_2015_paper.html,ICCV,2015,https://github.com/yuxng/MDP_Tracking,308,1/2/2019
Learning to Compare Image Patches via Convolutional Neural Networks,http://openaccess.thecvf.com/content_cvpr_2015/html/Zagoruyko_Learning_to_Compare_2015_CVPR_paper.html,CVPR,2015,https://github.com/szagoruyko/cvpr15deepcompare,300,1/2/2019
Acquisition of Localization Confidence for Accurate Object Detection,http://openaccess.thecvf.com/content_ECCV_2018/html/Borui_Jiang_Acquisition_of_Localization_ECCV_2018_paper.html,ECCV,2018,https://github.com/vacancy/PreciseRoIPooling,384,1/2/2019
"PWC-Net: CNNs for Optical Flow Using Pyramid, Warping, and Cost Volume",http://openaccess.thecvf.com/content_cvpr_2018/papers/Sun_PWC-Net_CNNs_for_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/NVlabs/PWC-Net,398,1/2/2019
Pixel Recursive Super Resolution,http://openaccess.thecvf.com/content_iccv_2017/html/Dahl_Pixel_Recursive_Super_ICCV_2017_paper.html,ICCV,2017,https://github.com/nilboy/pixel-recursive-super-resolution,301,1/2/2019
The Lovász-Softmax Loss: A Tractable Surrogate for the Optimization of the Intersection-Over-Union Measure in Neural Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Berman_The_LovaSz-Softmax_Loss_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/bermanmaxim/LovaszSoftmax,416,1/2/2019
Residual Attention Network for Image Classification,http://openaccess.thecvf.com/content_cvpr_2017/html/Wang_Residual_Attention_Network_CVPR_2017_paper.html,CVPR,2017,https://github.com/fwang91/residual-attention-network,329,1/2/2019
OctNet: Learning Deep 3D Representations at High Resolutions,http://openaccess.thecvf.com/content_cvpr_2017/html/Riegler_OctNet_Learning_Deep_CVPR_2017_paper.html,CVPR,2017,https://github.com/griegler/octnet,302,1/2/2019
Dilated Recurrent Neural Networks,http://papers.nips.cc/paper/6613-dilated-recurrent-neural-networks.pdf,NIPS,2017,https://github.com/code-terminator/DilatedRNN,285,1/2/2019
Fast End-to-End Trainable Guided Filter,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wu_Fast_End-to-End_Trainable_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/wuhuikai/DeepGuidedFilter,312,1/2/2019
Feature Pyramid Networks for Object Detection,http://openaccess.thecvf.com/content_cvpr_2017/html/Lin_Feature_Pyramid_Networks_CVPR_2017_paper.html,CVPR,2017,https://github.com/unsky/FPN,310,1/2/2019
The Predictron:  End-To-End Learning and Planning,http://proceedings.mlr.press/v70/silver17a.html,ICML,2017,https://github.com/zhongwen/predictron,274,1/2/2019
Single Image Super-Resolution From Transformed Self-Exemplars,http://openaccess.thecvf.com/content_cvpr_2015/html/Huang_Single_Image_Super-Resolution_2015_CVPR_paper.html,CVPR,2015,https://github.com/jbhuang0604/SelfExSR,289,1/2/2019
Adversarially Regularized Autoencoders,http://proceedings.mlr.press/v80/zhao18b.html,ICML,2018,https://github.com/jakezhaojb/ARAE,282,1/2/2019
DeepBach: a Steerable Model for Bach Chorales Generation,http://proceedings.mlr.press/v70/hadjeres17a.html,ICML,2017,https://github.com/Ghadjeres/DeepBach,276,1/2/2019
Age Progression/Regression by Conditional Adversarial Autoencoder,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_Age_ProgressionRegression_by_CVPR_2017_paper.html,CVPR,2017,https://github.com/ZZUTK/Face-Aging-CAAE,297,1/2/2019
Style Transfer from Non-Parallel Text by Cross-Alignment,http://papers.nips.cc/paper/7259-style-transfer-from-non-parallel-text-by-cross-alignment.pdf,NIPS,2017,https://github.com/shentianxiao/language-style-transfer,296,1/2/2019
Self-Critical Sequence Training for Image Captioning,http://openaccess.thecvf.com/content_cvpr_2017/html/Rennie_Self-Critical_Sequence_Training_CVPR_2017_paper.html,CVPR,2017,https://github.com/ruotianluo/self-critical.pytorch,299,1/2/2019
License Plate Detection and Recognition in Unconstrained Scenarios,http://openaccess.thecvf.com/content_ECCV_2018/html/Sergio_Silva_License_Plate_Detection_ECCV_2018_paper.html,ECCV,2018,https://github.com/sergiomsilva/alpr-unconstrained,326,1/2/2019
Supervision-by-Registration: An Unsupervised Approach to Improve the Precision of Facial Landmark Detectors,http://openaccess.thecvf.com/content_cvpr_2018/papers/Dong_Supervision-by-Registration_An_Unsupervised_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/facebookresearch/supervision-by-registration,326,1/2/2019
Supervising Unsupervised Learning,http://arxiv.org/abs/1709.05262v2,NIPS,2018,https://github.com/quinnliu/machineLearning,262,1/2/2019
Pyramid Stereo Matching Network,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chang_Pyramid_Stereo_Matching_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/JiaRenChang/PSMNet,335,1/2/2019
Convolutional Neural Networks With Alternately Updated Clique,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yang_Convolutional_Neural_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/iboing/CliqueNet,272,1/2/2019
Lifting From the Deep: Convolutional 3D Pose Estimation From a Single Image,http://openaccess.thecvf.com/content_cvpr_2017/html/Tome_Lifting_From_the_CVPR_2017_paper.html,CVPR,2017,https://github.com/DenisTome/Lifting-from-the-Deep-release,280,1/2/2019
Deep Photo Enhancer: Unpaired Learning for Image Enhancement From Photographs With GANs,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_Deep_Photo_Enhancer_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/nothinglo/Deep-Photo-Enhancer,294,1/2/2019
Neural Relational Inference for Interacting Systems,http://proceedings.mlr.press/v80/kipf18a.html,ICML,2018,https://github.com/ethanfetaya/NRI,289,1/2/2019
Learning to Adapt Structured Output Space for Semantic Segmentation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tsai_Learning_to_Adapt_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/wasidennis/AdaptSegNet,280,1/2/2019
Richer Convolutional Features for Edge Detection,http://openaccess.thecvf.com/content_cvpr_2017/html/Liu_Richer_Convolutional_Features_CVPR_2017_paper.html,CVPR,2017,https://github.com/yun-liu/rcf,399,1/2/2019
OptNet: Differentiable Optimization as a Layer in Neural Networks,http://proceedings.mlr.press/v70/amos17a.html,ICML,2017,https://github.com/locuslab/optnet,245,1/2/2019
Deep Metric Learning via Lifted Structured Feature Embedding,http://openaccess.thecvf.com/content_cvpr_2016/html/Song_Deep_Metric_Learning_CVPR_2016_paper.html,CVPR,2016,https://github.com/rksltnl/Deep-Metric-Learning-CVPR16,251,1/2/2019
Sequence to Sequence - Video to Text,http://openaccess.thecvf.com/content_iccv_2015/html/Venugopalan_Sequence_to_Sequence_ICCV_2015_paper.html,ICCV,2015,https://github.com/jazzsaxmafia/video_to_sequence,239,1/2/2019
An intriguing failing of convolutional neural networks and the CoordConv solution,https://arxiv.org/abs/1807.03247,NIPS,2018,https://github.com/mkocabas/CoordConv-pytorch,249,1/2/2019
Deep Voice: Real-time Neural Text-to-Speech,http://proceedings.mlr.press/v70/arik17a.html,ICML,2017,https://github.com/israelg99/deepvoice,242,1/2/2019
Convolutional Sequence to Sequence Learning,http://proceedings.mlr.press/v70/gehring17a.html,ICML,2017,https://github.com/tobyyouup/conv_seq2seq,258,1/2/2019
Learning to Segment Every Thing,http://openaccess.thecvf.com/content_cvpr_2018/papers/Hu_Learning_to_Segment_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ronghanghu/seg_every_thing,269,1/2/2019
LiteFlowNet: A Lightweight Convolutional Neural Network for Optical Flow Estimation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Hui_LiteFlowNet_A_Lightweight_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/twhui/LiteFlowNet,261,1/2/2019
End-to-End Learning of Motion Representation for Video Understanding,http://openaccess.thecvf.com/content_cvpr_2018/papers/Fan_End-to-End_Learning_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/LijieFan/tvnet,238,1/2/2019
Pixel2Mesh: Generating 3D Mesh Models from Single RGB Images,http://openaccess.thecvf.com/content_ECCV_2018/html/Nanyang_Wang_Pixel2Mesh_Generating_3D_ECCV_2018_paper.html,ECCV,2018,https://github.com/nywang16/Pixel2Mesh,323,1/2/2019
Bilinear Attention Networks,http://arxiv.org/abs/1805.07932v1,NIPS,2018,https://github.com/jnhwkim/ban-vqa,258,1/2/2019
Semi-Parametric Image Synthesis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Qi_Semi-Parametric_Image_Synthesis_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/xjqicuhk/SIMS,226,1/2/2019
Iterative Visual Reasoning Beyond Convolutions,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_Iterative_Visual_Reasoning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/endernewton/iter-reason,228,1/2/2019
Learning Deep Representations of Fine-Grained Visual Descriptions,http://openaccess.thecvf.com/content_cvpr_2016/html/Reed_Learning_Deep_Representations_CVPR_2016_paper.html,CVPR,2016,https://github.com/reedscot/cvpr2016,229,1/2/2019
Reinforcement Learning with Deep Energy-Based Policies,http://proceedings.mlr.press/v70/haarnoja17a.html,ICML,2017,https://github.com/haarnoja/softqlearning,233,1/2/2019
Stacked Generative Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Huang_Stacked_Generative_Adversarial_CVPR_2017_paper.html,CVPR,2017,https://github.com/xunhuang1995/SGAN,215,1/2/2019
Knowing When to Look: Adaptive Attention via a Visual Sentinel for Image Captioning,http://openaccess.thecvf.com/content_cvpr_2017/html/Lu_Knowing_When_to_CVPR_2017_paper.html,CVPR,2017,https://github.com/jiasenlu/AdaptiveAttention,214,1/2/2019
RMPE: Regional Multi-Person Pose Estimation,http://openaccess.thecvf.com/content_iccv_2017/html/Fang_RMPE_Regional_Multi-Person_ICCV_2017_paper.html,ICCV,2017,https://github.com/MVIG-SJTU/RMPE,215,1/2/2019
BlitzNet: A Real-Time Deep Network for Scene Understanding,http://openaccess.thecvf.com/content_iccv_2017/html/Dvornik_BlitzNet_A_Real-Time_ICCV_2017_paper.html,ICCV,2017,https://github.com/dvornikita/blitznet,227,1/2/2019
A Style-Aware Content Loss for Real-time HD Style Transfer,http://openaccess.thecvf.com/content_ECCV_2018/html/Artsiom_Sanakoyeu_A_Style-aware_Content_ECCV_2018_paper.html,ECCV,2018,https://github.com/CompVis/adaptive-style-transfer,349,1/2/2019
Language Modeling with Gated Convolutional Networks,http://proceedings.mlr.press/v70/dauphin17a.html,ICML,2017,https://github.com/anantzoid/Language-Modeling-GatedCNN,221,1/2/2019
A Point Set Generation Network for 3D Object Reconstruction From a Single Image,http://openaccess.thecvf.com/content_cvpr_2017/html/Fan_A_Point_Set_CVPR_2017_paper.html,CVPR,2017,https://github.com/fanhqme/PointSetGeneration,228,1/2/2019
Spatially Adaptive Computation Time for Residual Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Figurnov_Spatially_Adaptive_Computation_CVPR_2017_paper.html,CVPR,2017,https://github.com/mfigurnov/sact,203,1/2/2019
Prototypical Networks for Few-shot Learning,http://papers.nips.cc/paper/6996-prototypical-networks-for-few-shot-learning.pdf,NIPS,2017,https://github.com/jakesnell/prototypical-networks,244,1/2/2019
Unlabeled Samples Generated by GAN Improve the Person Re-Identification Baseline in Vitro,http://openaccess.thecvf.com/content_iccv_2017/html/Zheng_Unlabeled_Samples_Generated_ICCV_2017_paper.html,ICCV,2017,https://github.com/layumi/Person-reID_GAN,215,1/2/2019
The Reversible Residual Network: Backpropagation Without Storing Activations,http://papers.nips.cc/paper/6816-the-reversible-residual-network-backpropagation-without-storing-activations.pdf,NIPS,2017,https://github.com/renmengye/revnet-public,210,1/2/2019
Style Aggregated Network for Facial Landmark Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Dong_Style_Aggregated_Network_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/D-X-Y/SAN,223,1/2/2019
Generative Face Completion,http://openaccess.thecvf.com/content_cvpr_2017/html/Li_Generative_Face_Completion_CVPR_2017_paper.html,CVPR,2017,https://github.com/Yijunmaverick/GenerativeFaceCompletion,212,1/2/2019
Eye Tracking for Everyone,http://openaccess.thecvf.com/content_cvpr_2016/html/Krafka_Eye_Tracking_for_CVPR_2016_paper.html,CVPR,2016,https://github.com/CSAILVision/GazeCapture,223,1/2/2019
Deeply Supervised Salient Object Detection With Short Connections,http://openaccess.thecvf.com/content_cvpr_2017/html/Hou_Deeply_Supervised_Salient_CVPR_2017_paper.html,CVPR,2017,https://github.com/Joker316701882/Salient-Object-Detection,228,1/2/2019
Recurrent Scale Approximation for Object Detection in CNN,http://openaccess.thecvf.com/content_iccv_2017/html/Liu_Recurrent_Scale_Approximation_ICCV_2017_paper.html,ICCV,2017,https://github.com/sciencefans/RSA-for-object-detection,209,1/2/2019
Pose-Robust Face Recognition via Deep Residual Equivariant Mapping,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cao_Pose-Robust_Face_Recognition_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/penincillin/DREAM,220,1/2/2019
Clothing Co-Parsing by Joint Image Segmentation and Labeling,http://openaccess.thecvf.com/content_cvpr_2014/html/Yang_Clothing_Co-Parsing_by_2014_CVPR_paper.html,CVPR,2014,https://github.com/bearpaw/clothing-co-parsing,218,1/2/2019
Visual Dialog,http://openaccess.thecvf.com/content_cvpr_2017/html/Das_Visual_Dialog_CVPR_2017_paper.html,CVPR,2017,https://github.com/batra-mlp-lab/visdial,199,1/2/2019
GraphRNN: Generating Realistic Graphs with Deep Auto-regressive Models,http://proceedings.mlr.press/v80/you18a.html,ICML,2018,https://github.com/JiaxuanYou/graph-generation,214,1/2/2019
Referring Relationships,http://openaccess.thecvf.com/content_cvpr_2018/papers/Krishna_Referring_Relationships_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/StanfordVL/ReferringRelationships,210,1/2/2019
Deep Neural Decision Forests,http://openaccess.thecvf.com/content_iccv_2015/html/Kontschieder_Deep_Neural_Decision_ICCV_2015_paper.html,ICCV,2015,https://github.com/chrischoy/fully-differentiable-deep-ndf-tf,192,1/2/2019
MoCoGAN: Decomposing Motion and Content for Video Generation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tulyakov_MoCoGAN_Decomposing_Motion_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/sergeytulyakov/mocogan,205,1/2/2019
FastMask: Segment Multi-Scale Object Candidates in One Shot,http://openaccess.thecvf.com/content_cvpr_2017/html/Hu_FastMask_Segment_Multi-Scale_CVPR_2017_paper.html,CVPR,2017,https://github.com/voidrank/FastMask,189,1/2/2019
Compressed Video Action Recognition,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wu_Compressed_Video_Action_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/chaoyuaw/pytorch-coviar,225,1/2/2019
VPGNet: Vanishing Point Guided Network for Lane and Road Marking Detection and Recognition,http://openaccess.thecvf.com/content_iccv_2017/html/Lee_VPGNet_Vanishing_Point_ICCV_2017_paper.html,ICCV,2017,https://github.com/SeokjuLee/VPGNet,210,1/2/2019
Learning Deep CNN Denoiser Prior for Image Restoration,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_Learning_Deep_CNN_CVPR_2017_paper.html,CVPR,2017,https://github.com/cszn/IRCNN,231,1/2/2019
LayoutNet: Reconstructing the 3D Room Layout From a Single RGB Image,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zou_LayoutNet_Reconstructing_the_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zouchuhang/LayoutNet,202,1/2/2019
Hierarchical Convolutional Features for Visual Tracking,http://openaccess.thecvf.com/content_iccv_2015/html/Ma_Hierarchical_Convolutional_Features_ICCV_2015_paper.html,ICCV,2015,https://github.com/jbhuang0604/CF2,179,1/2/2019
ESPNet: Efficient Spatial Pyramid of Dilated Convolutions for Semantic Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Sachin_Mehta_ESPNet_Efficient_Spatial_ECCV_2018_paper.html,ECCV,2018,https://github.com/sacmehta/ESPNet,254,1/2/2019
Interpretable Explanations of Black Boxes by Meaningful Perturbation,http://openaccess.thecvf.com/content_iccv_2017/html/Fong_Interpretable_Explanations_of_ICCV_2017_paper.html,ICCV,2017,https://github.com/jacobgil/pytorch-explain-black-box,192,1/2/2019
NetVLAD: CNN Architecture for Weakly Supervised Place Recognition,http://openaccess.thecvf.com/content_cvpr_2016/html/Arandjelovic_NetVLAD_CNN_Architecture_CVPR_2016_paper.html,CVPR,2016,https://github.com/Relja/netvlad,204,1/2/2019
Semantic Scene Completion From a Single Depth Image,http://openaccess.thecvf.com/content_cvpr_2017/html/Song_Semantic_Scene_Completion_CVPR_2017_paper.html,CVPR,2017,https://github.com/shurans/sscnet,188,1/2/2019
Deep Colorization,http://openaccess.thecvf.com/content_iccv_2015/html/Cheng_Deep_Colorization_ICCV_2015_paper.html,ICCV,2015,https://github.com/richzhang/colorization-pytorch,198,1/2/2019
Multiscale Combinatorial Grouping,http://openaccess.thecvf.com/content_cvpr_2014/html/Arbelaez_Multiscale_Combinatorial_Grouping_2014_CVPR_paper.html,CVPR,2014,https://github.com/jponttuset/mcg,185,1/2/2019
Latent Alignment and Variational Attention,http://arxiv.org/abs/1807.03756v1,NIPS,2018,https://github.com/harvardnlp/var-attn,204,1/2/2019
Inverse Compositional Spatial Transformer Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Lin_Inverse_Compositional_Spatial_CVPR_2017_paper.html,CVPR,2017,https://github.com/chenhsuanlin/inverse-compositional-STN,189,1/2/2019
Learning From Synthetic Humans,http://openaccess.thecvf.com/content_cvpr_2017/html/Varol_Learning_From_Synthetic_CVPR_2017_paper.html,CVPR,2017,https://github.com/gulvarol/surreal,207,1/2/2019
Joint Unsupervised Learning of Deep Representations and Image Clusters,http://openaccess.thecvf.com/content_cvpr_2016/html/Yang_Joint_Unsupervised_Learning_CVPR_2016_paper.html,CVPR,2016,https://github.com/jwyang/JULE.torch,182,1/2/2019
